# File: D:\MyProject\SDHCAL_DAQ\PCB&Schematic\SDHCalFEB\Capture\Pad30x30V2.csv
# Generated on: Wednesday Dec 05 09:44:16 2018

Pin Number, Signal Name, Direction, IO Standard, Drive (mA), Slew Rate, Termination, IOB Delay, Diff Type, Diff Pair, Swap Group
AC28,GEM_OUT_P<7>,OUTPUT,,,,,,,,
AC29,GEM_OUT_P<9>,OUTPUT,,,,,,,,
AC30,GEM_OUT_P<12>,OUTPUT,,,,,,,,
AD25,GEM_OUT_P<24>,OUTPUT,,,,,,,,
AD26,GEM_OUT_P<23>,OUTPUT,,,,,,,,
AD27,GEM_OUT_P<22>,OUTPUT,,,,,,,,
AD28,GEM_OUT_P<21>,OUTPUT,,,,,,,,
AD29,GEM_OUT_P<18>,OUTPUT,,,,,,,,
AD30,GEM_OUT_P<15>,OUTPUT,,,,,,,,
AE25,GEM_OUT_P<29>,OUTPUT,,,,,,,,
AE26,GEM_OUT_P<28>,OUTPUT,,,,,,,,
AE27,GEM_OUT_P<27>,OUTPUT,,,,,,,,
AE28,GEM_OUT_P<25>,OUTPUT,,,,,,,,
AE29,GEM_OUT_P<31>,OUTPUT,,,,,,,,
AE30,GEM_OUT_P<26>,OUTPUT,,,,,,,,
AF25,GEM_OUT_P<58>,OUTPUT,,,,,,,,
AF26,GEM_OUT_P<60>,OUTPUT,,,,,,,,
AF27,GEM_OUT_P<55>,OUTPUT,,,,,,,,
AF28,GEM_SIGNAL_AF28,OUTPUT,,,,,,,,
AF29,GEM_OUT_P<51>,OUTPUT,,,,,,,,
AF30,GEM_OUT_P<35>,OUTPUT,,,,,,,,
AG25,GEM_OUT_P<57>,OUTPUT,,,,,,,,
AG26,GEM_OUT_P<59>,OUTPUT,,,,,,,,
AG27,GEM_OUT_P<56>,OUTPUT,,,,,,,,
AG28,GEM_OUT_P<54>,OUTPUT,,,,,,,,
AG29,GEM_OUT_P<52>,OUTPUT,,,,,,,,
AG30,GEM_OUT_P<50>,OUTPUT,,,,,,,,
